time,q_des_j1,q_j1,err_j1,qd_des_j1,qd_j1,qdd_des_j1,qdd_cmd_j1,tau_raw_j1,tau_sat_j1,util_raw_j1,util_ema_j1,gov_scale_cur,gov_scale_next,braking_j1
0.023000,1.483530,1.483529,0.000001,0.000000,-0.000007,0.000000,0.000662,-0.000056,-0.000056,0.0000,0.0000,1.0000,1.0000,0
0.024000,1.483530,1.483529,0.000001,0.000000,-0.000005,0.000000,0.000647,-0.000055,-0.000055,0.0000,0.0000,1.0000,1.0000,0
0.025000,1.483530,1.483529,0.000001,0.000000,-0.000004,0.000000,0.000634,-0.000053,-0.000053,0.0000,0.0000,1.0000,1.0000,0
0.026000,1.483530,1.483529,0.000001,0.000000,-0.000002,0.000000,0.000622,-0.000051,-0.000051,0.0000,0.0000,1.0000,1.0000,0
0.027000,1.483530,1.483529,0.000001,0.000000,-0.000001,0.000000,0.000611,-0.000049,-0.000049,0.0000,0.0000,1.0000,1.0000,0
0.028000,1.483530,1.483529,0.000001,0.000000,-0.000000,0.000000,0.000601,-0.000047,-0.000047,0.0000,0.0000,1.0000,1.0000,0
0.029000,1.483530,1.483529,0.000001,0.000000,0.000001,0.000000,0.000591,-0.000046,-0.000046,0.0000,0.0000,1.0000,1.0000,0
0.030000,1.483530,1.483529,0.000001,0.000000,0.000002,0.000000,0.000582,-0.000044,-0.000044,0.0000,0.0000,1.0000,1.0000,0
0.031000,1.483530,1.483529,0.000001,0.000000,0.000002,0.000000,0.000573,-0.000042,-0.000042,0.0000,0.0000,1.0000,1.0000,0
0.032000,1.483530,1.483529,0.000001,0.000000,0.000003,0.000000,0.000566,-0.000041,-0.000041,0.0000,0.0000,1.0000,1.0000,0
0.033000,1.483530,1.483529,0.000001,0.000000,0.000004,0.000000,0.000558,-0.000039,-0.000039,0.0000,0.0000,1.0000,1.0000,0
0.034000,1.483530,1.483529,0.000001,0.000000,0.000004,0.000000,0.000552,-0.000038,-0.000038,0.0000,0.0000,1.0000,1.0000,0
0.035000,1.483530,1.483529,0.000001,0.000000,0.000004,0.000000,0.000545,-0.000036,-0.000036,0.0000,0.0000,1.0000,1.0000,0
0.036000,1.483530,1.483529,0.000001,0.000000,0.000005,0.000000,0.000539,-0.000035,-0.000035,0.0000,0.0000,1.0000,1.0000,0
0.037000,1.483530,1.483529,0.000001,0.000000,0.000005,0.000000,0.000534,-0.000034,-0.000034,0.0000,0.0000,1.0000,1.0000,0
0.038000,1.483530,1.483529,0.000001,0.000000,0.000005,0.000000,0.000528,-0.000032,-0.000032,0.0000,0.0000,1.0000,1.0000,0
0.039000,1.483530,1.483529,0.000001,0.000000,0.000006,0.000000,0.000523,-0.000031,-0.000031,0.0000,0.0000,1.0000,1.0000,0
0.040000,1.483530,1.483529,0.000001,0.000000,0.000006,0.000000,0.000519,-0.000030,-0.000030,0.0000,0.0000,1.0000,1.0000,0
0.041000,1.483530,1.483529,0.000001,0.000000,0.000006,0.000000,0.000514,-0.000029,-0.000029,0.0000,0.0000,1.0000,1.0000,0
0.042000,1.483530,1.483529,0.000001,0.000000,0.000006,0.000000,0.000510,-0.000028,-0.000028,0.0000,0.0000,1.0000,1.0000,0
0.043000,1.483530,1.483529,0.000001,0.000000,0.000006,0.000000,0.000506,-0.000026,-0.000026,0.0000,0.0000,1.0000,1.0000,0
0.044000,1.483530,1.483529,0.000001,0.000000,0.000006,0.000000,0.000503,-0.000025,-0.000025,0.0000,0.0000,1.0000,1.0000,0
0.045000,1.483530,1.483529,0.000001,0.000000,0.000006,0.000000,0.000499,-0.000024,-0.000024,0.0000,0.0000,1.0000,1.0000,0
0.046000,1.483530,1.483529,0.000001,0.000000,0.000006,0.000000,0.000496,-0.000023,-0.000023,0.0000,0.0000,1.0000,1.0000,0
0.047000,1.483530,1.483529,0.000001,0.000000,0.000006,0.000000,0.000493,-0.000022,-0.000022,0.0000,0.0000,1.0000,1.0000,0
0.048000,1.483530,1.483529,0.000001,0.000000,0.000006,0.000000,0.000490,-0.000021,-0.000021,0.0000,0.0000,1.0000,1.0000,0
0.049000,1.483530,1.483529,0.000001,0.000000,0.000006,0.000000,0.000487,-0.000020,-0.000020,0.0000,0.0000,1.0000,1.0000,0
0.050000,1.483530,1.483529,0.000001,0.000000,0.000006,0.000000,0.000484,-0.000019,-0.000019,0.0000,0.0000,1.0000,1.0000,0
0.051000,1.483530,1.483529,0.000001,0.000000,0.000006,0.000000,0.000482,-0.000018,-0.000018,0.0000,0.0000,1.0000,1.0000,0
0.052000,1.483530,1.483529,0.000001,0.000000,0.000006,0.000000,0.000479,-0.000018,-0.000018,0.0000,0.0000,1.0000,1.0000,0
0.053000,1.483530,1.483529,0.000001,0.000000,0.000006,0.000000,0.000477,-0.000017,-0.000017,0.0000,0.0000,1.0000,1.0000,0
0.054000,1.483530,1.483529,0.000001,0.000000,0.000006,0.000000,0.000474,-0.000016,-0.000016,0.0000,0.0000,1.0000,1.0000,0
0.055000,1.483530,1.483529,0.000001,0.000000,0.000006,0.000000,0.000472,-0.000015,-0.000015,0.0000,0.0000,1.0000,1.0000,0
0.056000,1.483530,1.483529,0.000001,0.000000,0.000006,0.000000,0.000470,-0.000014,-0.000014,0.0000,0.0000,1.0000,1.0000,0
0.057000,1.483530,1.483529,0.000001,0.000000,0.000006,0.000000,0.000468,-0.000014,-0.000014,0.0000,0.0000,1.0000,1.0000,0
0.058000,1.483530,1.483529,0.000001,0.000000,0.000006,0.000000,0.000466,-0.000013,-0.000013,0.0000,0.0000,1.0000,1.0000,0
0.059000,1.483530,1.483529,0.000001,0.000000,0.000005,0.000000,0.000465,-0.000012,-0.000012,0.0000,0.0000,1.0000,1.0000,0
0.060000,1.483530,1.483529,0.000001,0.000000,0.000005,0.000000,0.000463,-0.000012,-0.000012,0.0000,0.0000,1.0000,1.0000,0
0.061000,1.483530,1.483529,0.000001,0.000000,0.000005,0.000000,0.000461,-0.000011,-0.000011,0.0000,0.0000,1.0000,1.0000,0
0.062000,1.483530,1.483529,0.000001,0.000000,0.000005,0.000000,0.000459,-0.000010,-0.000010,0.0000,0.0000,1.0000,1.0000,0
0.063000,1.483530,1.483529,0.000001,0.000000,0.000005,0.000000,0.000458,-0.000010,-0.000010,0.0000,0.0000,1.0000,1.0000,0
0.064000,1.483530,1.483529,0.000001,0.000000,0.000005,0.000000,0.000456,-0.000009,-0.000009,0.0000,0.0000,1.0000,1.0000,0
0.065000,1.483530,1.483529,0.000001,0.000000,0.000005,0.000000,0.000455,-0.000008,-0.000008,0.0000,0.0000,1.0000,1.0000,0
0.066000,1.483530,1.483529,0.000001,0.000000,0.000005,0.000000,0.000454,-0.000008,-0.000008,0.0000,0.0000,1.0000,1.0000,0
0.067000,1.483530,1.483529,0.000001,0.000000,0.000005,0.000000,0.000452,-0.000007,-0.000007,0.0000,0.0000,1.0000,1.0000,0
0.068000,1.483530,1.483529,0.000001,0.000000,0.000005,0.000000,0.000451,-0.000007,-0.000007,0.0000,0.0000,1.0000,1.0000,0
0.069000,1.483530,1.483529,0.000001,0.000000,0.000005,0.000000,0.000450,-0.000006,-0.000006,0.0000,0.0000,1.0000,1.0000,0
0.070000,1.483530,1.483529,0.000001,0.000000,0.000004,0.000000,0.000448,-0.000006,-0.000006,0.0000,0.0000,1.0000,1.0000,0
0.071000,1.483530,1.483529,0.000001,0.000000,0.000004,0.000000,0.000447,-0.000005,-0.000005,0.0000,0.0000,1.0000,1.0000,0
0.072000,1.483530,1.483529,0.000001,0.000000,0.000004,0.000000,0.000446,-0.000005,-0.000005,0.0000,0.0000,1.0000,1.0000,0
0.073000,1.483530,1.483529,0.000001,0.000000,0.000004,0.000000,0.000445,-0.000004,-0.000004,0.0000,0.0000,1.0000,1.0000,0
0.074000,1.483530,1.483529,0.000001,0.000000,0.000004,0.000000,0.000444,-0.000004,-0.000004,0.0000,0.0000,1.0000,1.0000,0
0.075000,1.483530,1.483529,0.000001,0.000000,0.000004,0.000000,0.000443,-0.000004,-0.000004,0.0000,0.0000,1.0000,1.0000,0
0.076000,1.483530,1.483529,0.000001,0.000000,0.000004,0.000000,0.000441,-0.000003,-0.000003,0.0000,0.0000,1.0000,1.0000,0
0.077000,1.483530,1.483529,0.000001,0.000000,0.000004,0.000000,0.000440,-0.000003,-0.000003,0.0000,0.0000,1.0000,1.0000,0
0.078000,1.483530,1.483529,0.000001,0.000000,0.000004,0.000000,0.000439,-0.000003,-0.000003,0.0000,0.0000,1.0000,1.0000,0
0.079000,1.483530,1.483529,0.000001,0.000000,0.000004,0.000000,0.000438,-0.000002,-0.000002,0.0000,0.0000,1.0000,1.0000,0
0.080000,1.483530,1.483529,0.000001,0.000000,0.000004,0.000000,0.000437,-0.000002,-0.000002,0.0000,0.0000,1.0000,1.0000,0
0.081000,1.483530,1.483529,0.000001,0.000000,0.000003,0.000000,0.000437,-0.000001,-0.000001,0.0000,0.0000,1.0000,1.0000,0
0.082000,1.483530,1.483529,0.000001,0.000000,0.000003,0.000000,0.000436,-0.000001,-0.000001,0.0000,0.0000,1.0000,1.0000,0
0.083000,1.483530,1.483529,0.000001,0.000000,0.000003,0.000000,0.000435,-0.000001,-0.000001,0.0000,0.0000,1.0000,1.0000,0
0.084000,1.483530,1.483529,0.000001,0.000000,0.000003,0.000000,0.000434,-0.000001,-0.000001,0.0000,0.0000,1.0000,1.0000,0
0.085000,1.483530,1.483529,0.000001,0.000000,0.000003,0.000000,0.000433,-0.000000,-0.000000,0.0000,0.0000,1.0000,1.0000,0
0.086000,1.483530,1.483529,0.000001,0.000000,0.000003,0.000000,0.000432,0.000000,0.000000,0.0000,0.0000,1.0000,1.0000,0
0.087000,1.483530,1.483529,0.000001,0.000000,0.000003,0.000000,0.000431,0.000000,0.000000,0.0000,0.0000,1.0000,1.0000,0
